question_id,category_id,question_name,description,answer,image,hint,made_date,ques_concept,scoring_keyword,ml_model_check,upload_check
32,4,스테인레스 컵이 차가워진 이유,식당에 갔더니 소독기에서 방금 꺼낸 따뜻한 스테인레스 컵을 주셨습니다. 그런데 찬물을 담으니 금세 컵이 아주 차가워졌습니다. 따뜻했던 컵에 찬물을 넣은 후 컵이 차가워진 이유는 무엇일까요? 열의 이동과 관련지어 설명해 봅시다.,스테인레스와 같은 금속에서는 온도가 높은 곳에서 낮은 곳으로 열이 빠르게 이동한다. 따뜻한 컵에서 차가운 물로 열이 이동하여 컵이 차가워졌다.,question/image/question_32.png,"컵의 재질과 관련지어 생각해보고, 열이 어디에서 어디로 이동했을 지 조금 더 생각을 발전시켜 볼까요?",2020-08-06,"전도는 열이 물체를 통해서 전달되는 현상을 말하며, 금속은 열을 잘 전달하는 물질입니다. ",,1,1
33,4,어묵꼬치에 나무를 사용하는 이유,떡볶이를 파는 포장마차 한쪽에는 뜨거운 국물에 어묵꼬치가 담겨 있습니다. 자세히 살펴보니 길다란 나무 꼬챙이에 어묵이 꽂혀 있었습니다. 왜 어묵꼬치를 만들 때 쇠꼬챙이가 아니라 나무를 사용할까요? 열의 이동과 관련지어 설명해 보세요.,"금속은 열을 잘 전달하며, 나무는 열을 잘 전달하지 않는다. 쇠꼬챙이를 사용하면 열이 빠르게 전달되어 손을 데일 수 있지만, 나무로 만든 꼬챙이를 사용하면 열이 잘 전달되지 않으므로 안전하게 어묵 꼬치를 들고 먹을 수 있다. ",question/image/question_33.png,꼬챙이는 어묵을 꺼내기 위한 손잡이 역할을 합니다. 꼬챙이의 재질과 열의 전달을 연관지어 조금 더 생각을 발전시켜 볼까요?,2020-08-06,"전도는 열이 물체를 통해서 전달되는 현상을 말하며, 나무는 열을 잘 전달하지 못하는 물질입니다. ",,1,1
34,4,해변에서 부는 바람,"재성이는 지난여름에 가족과 함께 해변으로 피서를 다녀왔습니다. 햇볕이 내리쬐는 낮에 모래사장은 바닷물보다 더 뜨거웠습니다. 해가 없는 밤이 되니 모래사장이 바닷물보다 더 시원해졌습니다. 재성이는 관찰을 통해서 낮에는 바다에서 육지로 바람이 불어오고, 밤에는 육지에서 바다로 바람이 분다는 사실을 알게 되었습니다. 낮에 바다에서 육지로 부는 바람이 생기는 이유는 무엇인지 과학적으로 설명해 볼까요?","같은 양의 태양열을 받아도 육지와 바다의 온도가 달라지고, 달라진 온도에 따라 기압이 차이가 생긴다. 육지와 바다의 기압 차이에 의하여 바람이 생긴다.",question/image/question_34.png,낮 동안에 태양으로 인해 육지와 바다에는 어떤 변화가 생길까요? 바람이 생기는 원인은 이것의 차이 때문이죠.,2020-08-06,태양으로 인해 육지와 바다 위 공기의 온도에 차이가 생깁니다. 바람이 생기는 원인은 육지와 바다의 기압의 차이 때문입니다.,,1,1
35,4,계절에 따른 바람,"우리나라 북서쪽은 시베리아 대륙이 있고, 남동쪽은 태평양이 있습니다. 겨울에는 시베리아 대륙에서 북서풍이 불어오고, 여름에는 태평양에서 남동풍이 불어옵니다. 이렇게 우리나라에 바람이 부는 이유는 무엇인지 과학적으로 설명해 볼까요?","같은 양의 태양열을 받아도 육지와 바다의 온도가 달라지고, 달라진 온도에 따라 기압이 차이가 생긴다. 육지와 바다의 기압 차이에 의하여 바람이 생긴다.",question/image/question_35.png,여름 동안에 육지와 바닷물 둘 중 어느 곳의 온도가 높을까요? 바람이 생기는 원인은 이것의 차이 때문이죠. ,2020-08-06,태양열 인해 대륙과 바다 위 공기의 온도에 차이가 생깁니다. 계절에 따라 바람이 생기는 원인은 육지와 바다의 기압의 차이 때문입니다.,,1,1
36,4,향의 연기는 어디로?,"그림과 같이 한쪽에는 모래, 다른 한쪽에는 물을 놓고 가운데 향을 피웠습니다. 그리고 백열전구를 모래와 물 위에 두어 열을 가하였습니다. 일정 시간이 지나자, 모래와 물 사이에 피운 향의 연기가 물 쪽에서 모래 쪽으로 이동하는 것을 관찰하였습니다. 백열전구로 열을 가한 뒤 향의 연기가 물 쪽에서 모래 쪽으로 이동하는 현상은 왜 일어났을까요? 과학 지식을 활용하여 설명하여 볼까요?","같은 양의 열을 받더라도 모래와 물의 온도 변화 정도는 다르다. 물과 모래의 온도 차이에 따라 기압도 차이가 나게 된다. 즉, 모래와 물 위 공기의 기압 차이에 의해 바람이 생기고, 향의 연기가 물 쪽에서 모래 쪽으로 이동하게 된다.",question/image/question_36.png,백열전구를 비추면 모래와 물에 어떤 일이 생길까요? 바람이 생기는 원인은 이것의 차이 때문이죠. ,2020-08-06,백열전구를 비추면 모래와 물위 공기의 온도가 달라집니다. 바람이 생기는 원인은 모래와 물 위의 기압의 차이 때문입니다.,,1,1
37,4,밤하늘의 별자리,지우는 밤하늘의 별을 보는 일을 좋아합니다. 우리나라 봄철 밤하늘에서는 사자자리를 오랜 시간 볼 수 있습니다. 계절에 따라 보이는 시간이 긴 별자리를 그 계절의 대표 별자리라고 합니다. 계절에 따라 보이는 별자리가 달라지는 까닭은 무엇인지 과학적으로 설명해 볼까요?,지구가 태양의 주변으로 공전을 하기 때문에 밤에 보이는 별자리가 다릅니다.,question/image/question_37.png,계절이 변화하는 것은 지구의 이 움직임과 관계가 있죠. ,2020-08-06,지구는 태양 주변을 공전하고 있기 때문에 별자리가 계절에 따라 다르게 보인다.,,1,1
38,4,돋보기 안경,할아버지께서 책을 읽을 때 쓰시는 안경은 볼록렌즈로 만들어진 돋보기 안경입니다. 돋보기 안경을 쓰면 글씨가 어떻게 보일까요? 볼록렌즈에 관한 지식을 활용하여 자세히 설명해 봅시다.,"작은 글씨가 확대되어 보일 것이다. 볼록렌즈는 빛을 굴절시키는 성질이 있어 가까이 있는 물체를 보면 실제보다 크게 보이고, 멀리 있는 물체를 보면 거꾸로 뒤집혀 보인다. 돋보기 안경을 쓰고 가까이에 있는 책의 글씨를 보기 때문에 글씨를 더 크게 볼 수 있다.",question/image/question_38.png,볼록렌즈를 통해 가까이 있는 물체를 보면 어떻게 보일지 조금 더 생각을 발전시켜 볼까요?,2020-08-06,볼록 렌즈로 가까이 있는 물체를 보면 확대되어 보인다. ,,1,1
39,3,경쟁이 경제활동에 주는 이점(소비자의 이익),"김철수씨의 집 근처에는 A 마트가 있습니다. 물건이 아주 다양하거나 값이 싸진 않았지만 집에서 가까웠기 때문에 김철수씨는 평소에 이곳을 자주 이용했습니다. 그런데 A 마트로부터 그리 멀지 않은 곳에 B 마트가 새로 들어서면서 사은품 증정, 가격 할인 행사를 실시하자 A 마트에서도 각종 신상품 판매, 포인트 적립 제도 실시, 배달 서비스 등을 하기 시작했고 내부 시설도 훨씬 깨끗해졌습니다. 이러한 사례를 볼 때 기업이 서로 경쟁을 하게 되면 소비자에게 어떤 점이 좋을까요?",소비자는 더 싼 가격에 물건을 구입할 수 있다. 소비자는 다양하고 좋은 품질의 물건을 구입할 수 있다.소비자는 더 좋은 서비스를 누릴 수 있다.,question/image/question_39.png,마트가 하나만 있을 때에 비해 마트가 두 개로 늘었을 때 어떤 변화가 나타났나요?,2020-08-06,시장경제 속에서 경쟁은 기업의 효율성과 소비자의 이익을 높여준다.,,1,1
40,3,경쟁이 경제활동에 주는 이점(기업의 이익),"김철수씨의 집 근처에는 A 마트가 있습니다. 물건이 아주 다양하거나 값이 싸진 않았지만 집에서 가까웠기 때문에 김철수씨는 평소에 이곳을 자주 이용했습니다. 그런데 A 마트로부터 그리 멀지 않은 곳에 B 마트가 새로 들어서면서 사은품 증정, 가격 할인 행사를 실시하자 A 마트에서도 각종 신규 상품 도입, 포인트 적립 제도 실시, 배달 서비스 등을 하기 시작했고 내부 시설도 훨씬 깨끗해졌습니다. 이처럼 기업이 서로 경쟁을 하게 되면 기업에게 어떤 점이 좋을까요?",기업은 불필요한 비용을 줄이기 위해 노력하게 된다. 기업은 품질과 서비스를 개선하기 위해 노력하게 된다. 기업의 경쟁력이 높아져 발전하게 된다.,question/image/question_40.png,마트가 하나만 있을 때에 비해 마트가 두 개로 늘었을 때 어떤 변화가 나타났나요?,2020-08-06,시장경제 속에서 경쟁은 기업의 효율성과 소비자의 이익을 높여준다.,,1,1
41,4,스스로 생장하는 식물,"은영이는 친구에게 식물 화분을 선물 받았습니다. 화분 속 식물이 쑥쑥 잘 자라려면, 어떤 조건들이 필요할까요? 식물이 스스로 양분을 만들어 생장하기 위해서 필요한 조건들을 설명해 볼까요?","식물은 스스로 양분을 만들어 생장하기 위해서는 빛에너지, 이산화탄소, 물이 필요하다.",question/image/question_41.png,"식물이 양분을 합성하는 과정에서는 크게 세 가지 요소기 필요합니다. 첫째, 흐린 날이 계속 되면 농사가 잘 되지 않습니다. 식물이 자라는데 반드시 필요한 에너지는 어디로부터 얻는지를 중심으로 그 이유를 생각해볼까요? 둘째, 식물이 양분을 합성하는 과정에서 반드시 필요한 기체는 무엇일까요? 마지막으로 가뭄이 계속 되면 식물은 잘 자랄 수 없습니다. 그 이유는 무엇일까요? ",2020-08-06,식물이 사용하는 에너지는 태양이나 다른 광원에서 나오는 빛에너지입니다. 식물은 공기 중에 이산화탄소를 활용합니다. 식물의 생장에는 물이 필요합니다.,,1,1
42,4,"생태계의 생산자, 식물",생물 시간에 민준이는 식물이 우리 생태계에서 아주 중요한 ‘생산자’의 역할을 한다고 배웠습니다. 식물이 다른 생물들과는 달리 직접 양분을 만드는 능력이 있기 때문입니다. 이렇게 식물이 양분을 만드는 과정에서는 여러 가지 다양한 요소들이 필요합니다. 식물이 양분을 만드는 과정에서 필요한 요소에는 모두 무엇이 있는지 설명해볼까요?,"식물은 스스로 양분을 만들어 생장하기 위해서는 빛에너지, 이산화탄소, 물이 필요하다. ",question/image/question_42.png,"식물이 양분을 합성하는 과정에서는 크게 세 가지 요소기 필요합니다. 첫째, 흐린 날이 계속 되면 농사가 잘 되지 않습니다. 식물이 자라는데 반드시 필요한 에너지는 어디로부터 얻는지를 중심으로 그 이유를 생각해볼까요? 둘째, 식물이 양분을 합성하는 과정에서 반드시 필요한 기체는 무엇일까요? 마지막으로 가뭄이 계속 되면 식물은 잘 자랄 수 없습니다. 그 이유는 무엇일까요? ",2020-08-06,식물이 사용하는 에너지는 태양이나 다른 광원에서 나오는 빛에너지입니다. 식물은 공기 중에 이산화 탄소를 활용합니다. 식물의 생장에는 물이 필요합니다.,,1,1
43,4,양분을 직접 만드는 식물,미영이는 동물과 달리 식물은 스스로 영양분을 만들어 생태계의 ‘생산자’로 불린다는 것을 배우게 되었습니다. 미영이는 식물은 무엇으로부터 직접 양분을 만드는지 궁금해졌습니다. 미영이에게 식물이 직접 양분을 만들기 위해 어떠한 요소가 필요한지 설명해주기 위한 글을 써주세요.,"식물은 스스로 양분을 만들어 생장하기 위해서는 빛에너지, 이산화탄소, 물이 필요하다.",question/image/question_43.png,"식물이 양분을 합성하는 과정에서는 크게 세 가지 요소기 필요합니다. 첫째, 흐린 날이 계속 되면 농사가 잘 되지 않습니다. 식물이 자라는데 반드시 필요한 에너지는 어디로부터 얻는지를 중심으로 그 이유를 생각해볼까요? 둘째, 식물이 양분을 합성하는 과정에서 반드시 필요한 기체는 무엇일까요? 마지막으로 가뭄이 계속 되면 식물은 잘 자랄 수 없습니다. 그 이유는 무엇일까요? ",2020-08-06,식물이 사용하는 에너지는 태양이나 다른 광원에서 나오는 빛에너지입니다. 식물은 공기 중에 이산화탄소를 활용합니다. 식물의 생장에는 물이 필요합니다.,,1,1
44,4,생태계에서 생산자의 중요성,최근 무분별한 산림파괴로 생태계에서 중요한 생산자의 역할을 하는 식물들이 사라지고 있습니다. 이러한 상황은 우리 인간을 비롯해서 지구 생태계 전체에 큰 위험이 될 수 있습니다. 지구 생태계에서 식물과 같은 생산자가 수행하는 중요한 역할이 무엇이길래 이와 같은 상황이 벌어지는지 설명해주세요.,"스스로 양분을 만드는 생산자로 인해 다른 생태계 구성요소들이 먹이를 먹을 수 있도록 하고,  산소를 공급하여 공기의 질이 좋아지며 생태계 균형을 이룰 수 있다.",question/image/question_44.png,직접 양분을 만들지 못하는 동물에게 식물은 어떠한 도움을 줄까요? 나무가 우거진 넓은 숲들을 흔히 ‘지구의 허파’라고 부릅니다. 왜 식물과 같은 생산자가 많은 곳을 허파라고 부를까요?  지구 상에서 생산자가 모두 사라진다면 생태계는 어떻게 변화할까요?,2020-08-06,"생물이 양분을 얻는 방법에 따라 생태계의 구성 요소를 생산자, 소비자, 분해자로 구분할 수 있습니다. 생태계에서 살아가는 데 필요한 양분을 스스로 만드는 식물들을 생산자라고 합니다.",,1,1
45,4,지구에 필요한 분해자,"준영이는 생물 시간에 생물들이 생태계에서 하는 역할에는 생산자, 소비자, 분해자가 있다는 것을 배웠습니다. 하지만 준영이는 굳이 버섯이나 곰팡이 같은 분해자가 지구 상에서 필요할까라는 궁금증이 들었습니다. 그렇지만 분해자 또한 생태계에서 매우 중요한 역할을 합니다. 여러분이 준영이에게 지구 상에 분해자가 있어야만 하는 이유에 대해 자세히 설명해주세요.",분해자는 생태계 내에서 죽은 생물이나 생물의 배설물을 분해하여 다른 생물들이 이용할 수 있게한다. 때문에 분해자는 생태계에 반드시 필요하다.,question/image/question_45.png,생산자인 식물이나 소비자인 동물이라도 시간이 지나면 언젠가는 죽습니다. 또한 동물과 같은 소비자가 먹은 먹이 중 일부는 완전히 소화되지 않고 배설됩니다. 그럼에도 불구하고 우리 지구상에 식물과 동물의 사체나 배설물로 덮이지 않는 이유는 무엇일까요? 생태계에서 버섯이나 곰팡이가 없다면 어떤 일들이 벌어질까요?,2020-08-06,분해자는 죽은 생물을 분해하여 다른 생물이 이용할 수 있게 해 주는 역할을 한다.,,1,1
46,8,인간의 존엄성,글상자 안에 있는 문장들은 ‘인간의 존엄성’의 의미를 잘못 이해하고 있습니다. 그래서 인간이 존엄한 진짜 이유가 되지 못합니다. 그렇다면 인간이 존엄한 진짜 이유는 무엇일까요? 밑줄 친 빈칸에 그 이유를 써 볼까요? ․ A는 남자이기 때문에 존엄하다. ․ B는 부자이기 때문에 존엄하다. ․ C는 나이가 많기 때문에 존엄하다. ․ D는 외모가 뛰어나기 때문에 존엄하다. ․ E는 권력을 가지고 있기 때문에 존엄하다. ․ F는 좋은 대학을 나왔기 때문에 존엄하다. 인간은 _________________ 때문에 존엄하다.,"인간으로 태어났기, 인권이 있기, 천부적인 권리가 있기, 모두 동등하기, 이성적인 존재이기, 동물과는 다르기, 그 자체로 존중받아야 하기, 그 자체로 가치 있기, 그냥 인간이기, 무엇과도 바꿀 수 없는 존재이기, 다른 것과 비교할 수 없기, 단 하나의 존재이기, 고유한 존재이기, 유일한 존재이기, 무조건적으로 귀중(소중)하기, 조건없이 귀중(소중)하기",question/image/question_46.png,위에 제시된 조건은 모든 사람에게 공통된 것이라고 할 수 있을까요? 위와 같이 일부 사람들만 가지고 있는 특정한 조건에 따라 인간의 존엄성을 인정한다면 어떤 문제가 발생할까요?,2020-08-06,인간이 존엄한 이유는 어떤 조건이 아니라 단지 인간이라는 이유 하나만으로 충분하다.,,1,1
47,3,문화의 다양성,"한국에서는 쌀밥과 김치를 많이 먹고, 프랑스에서는 빵과 포도주를 많이 먹습니다. 한국에는 기와집이나 초가집 같은 전통 가옥이 있고 몽골에는 짐승의 털을 덮어 만든 게르라는 전통 가옥이 있습니다. 이와 같은 사례에서 알 수 있는 문화의 특징은 무엇이며, 그러한 특징이 나타나는 이유는 무엇일까요?","(특징) 문화는 나라마다 그 모습이 다르다. 문화는 나라마다(사회마다) 특징이 있다, 문화는 다양하다, 문화는 다양성이 있다. (이유) 각 나라가 처한 조건(자연환경, 역사적 상황, 사람들의 구성이나 특징 등)이 다르기 때문이다.",question/image/question_47.png,한국과 프랑스는 각각 어떤 농업이 발달했을까요? 한국과 몽골의 날씨나 자연은 어떻게 다를까요?,2020-08-06,사회의 특성에 따라 각기 다른 문화가 나타난다.,,1,1
48,4,아쿠아로빅과 몸무게,아쿠아로빅은 물 속에서 하는 에어로빅으로 관절이 약한 환자 또는 노인도 무리 없이 할 수 있는 운동입니다. 물 밖에서 운동하는 것보다 가벼운 무게를 지탱해 관절에 무리가 덜 가기 때문입니다. 이처럼 물속에서 원래의 몸무게보다 가볍게 느껴지는 까닭은 무엇일까요? 물속에서 어떤 힘이 작용하는지를 포함하여 설명하여 보세요.,물속에서 중력과 반대 방향으로 물체를 띄우는 힘인 부력이 작용하기 때문에 물속에서 몸이 더 가볍게 느껴진다.,question/image/question_48.png,"무게는 그 물체가 받는 중력의 크기입니다. 물 속에서 중력 이외에 어떤 힘이 작용하며, 어떤 방향으로 작용하는지 조금 더 생각을 발전시켜 볼까요?",2020-08-06,부력은 중력이 작용할 때 액체 또는 기체가 물체를 밀어 올리는 힘을 말한다. .,,1,1
49,4,시원한 에탄올 솜,"팔이나 다리에 상처가 나면 소독을 해야 합니다. 소독약을 바르기 전에 에탄올이 묻은 솜으로 피부를 닦았는데, 피부가 시원해지는 느낌이 들었습니다. 에탄올 자체가 차가웠던 것은 아닌데, 왜 피부가 시원하게 느껴진 것일까요? 물질의 상태 변화와 관련지어 설명해봅시다.",에탄올이 피부 위에서 증발하면서 기화열을 흡수한다. 이로 인해 열을 빼앗긴 피부에서 시원함이 느껴진다.,question/image/question_49.png,에탄올은 피부 위에서 금방 마릅니다.,2020-08-06,에탄올 등의 액체가 증발할 때 기화열을 흡수한다.,,1,1
50,4,다양한 수생식물의 모습,물살이 약한 곳에 사는 개구리밥과 같은 수생식물들은 대부분 잎의 모양이 둥글고 넓습니다. 그러나 물살이 센 곳에 사는 검정말과 같은 수생식물들은 대부분 잎이 좁고 깁니다. 같은 수생식물인데도 두 식물의 잎의 형태는 다르게 나타내는 이유는 무엇일까요?,"두 식물은 서로 다른 환경에 따라 적응했기 때문이다. 검정말은 잎이 가늘고 길어 물살이 센 곳에서 살기 적합하며, 개구리밥은 잎이 넓고 둥글어 물살이 약한 곳에서 떠있기에 적합하다.",question/image/question_50.png,"커피나무는 우기와 건기가 분명한 지역에서만 잘 자라기 때문에, 우리나라 기후에서 자연적으로 살아가기 어렵다고 합니다. 이처럼 특정한 생물이 원래 서식지와는 다른 곳에서 자라기 힘든 이유는 무엇일까요?",2020-08-06,생물은 환경에 적합하게 적응을 한다.,,1,1
51,4,LPG를 통 안에 액체로 보관하는 이유,"도시가스가 공급되지 않는 야외에서는 가끔 LPG 가스통이 사용되곤 합니다. LPG 가스는 통 안에서 액체 상태이지만, 이를 연료로 사용하여 불을 붙일 때에는 기체가 되어 나옵니다. 이처럼 기체로 사용하는 물질을 액체 상태로 보관하는 이유는 무엇일까요? 자신의 과학적 지식을 활용하여 설명해봅시다",물질의 상태가 변할 때 물질을 이루는 입자의 종류와 개수는 변하지 않고 입자의 배열만 달라진다. LPG 가스가 액화하면 입자 사이의 거리가 가까워져 부피가 크게 줄어든다. 그렇기 때문에 보관이 용이해진다.,question/image/question_51.png,기체 상태와 액체 상태에는 어떠한 차이가 있을까요?,2020-08-06,물질의 상태가 달라지면 입자의 배열이 달라진다. 입자의 배열에 따라 입자 사이의 거리가 달라진다.,,1,1
52,4,먼지 제거 스프레이를 액체로 보관하는 이유,먼지를 제거하는 스프레이는 통 안에서는 액체 상태로 존재하여 흔들면 소리가 납니다. 하지만 이를 뿌리면 밖으로 나오면서 기체가 됩니다. 이처럼 기체로 사용하는 물질을 액체 상태로 보관하는 이유는 무엇일까요? 과학적 지식을 활용하여 자세하게 설명해봅시다.,물질의 상태가 변할 때 물질을 이루는 입자의 종류와 개수는 변하지 않고 입자의 배열만 달라진다. 먼지 제거 스프레이가 액화하면 입자 사이의 거리가 가까워져 부피가 크게 줄어든다. 그렇기 때문에 보관이 용이해진다.,question/image/question_52.png,기체 상태와 액체 상태에는 어떠한 차이가 있을까요?,2020-08-06,물질의 상태가 달라지면 입자의 배열이 달라진다. 입자의 배열에 따라 입자 사이의 거리가 달라진다.,,1,1
53,4,산소의 중요성,산소는 우리가 가장 흔히 듣게 되는 물질의 이름입니다. 이는 그만큼 산소가 우리 주변에서 다양한 역할을 하는 물질이기 때문입니다. 그렇다면 산소가 차지하는 역할들에는 무엇이 있을까요? 산소의 성질이나 이용에 관한 지식을 활용하여 설명해 봅시다.,"산소는 연소 반응에 참여하므로, 어떤 물질을 태울 때 필수적이다. 그리고 산소로 인해 금속이 녹슬게 되기도 한다. 그리고 산소가 있어야만 생명 유지에 필수적인 호흡이 이루어진다.",question/image/question_53.png,산소는 어떤 화학 반응들에 참여할까요? 그리고 산소는 우리에게 어떠한 역할을 할까요?,2020-08-06,산소는 연소 반응에 참여한다. 산소로 인해 철 등의 금속에 녹이 슬게 된다. 산소를 활용한 호흡이 생명 유지에 필수적이다.,,1,1
54,4,우리에게 꼭 필요한 산소,"우리에게 반드시 필요한 존재를 ‘산소 같다’고 표현할 만큼, 산소는 매우 중요하게 여겨지고 있습니다. 산소가 우리 주변에서 어떠한 역할들을 하기 때문일까요? 산소의 성질 및 이용에 관한 지식을 활용하여 설명해봅시다.","산소는 연소 반응에 참여하므로, 어떤 물질을 태울 때 필수적이다. 그리고 산소로 인해 금속이 녹슬게 되기도 한다. 그리고 산소가 있어야만 생명 유지에 필수적인 호흡이 이루어진다.",question/image/question_54.png,산소는 어떤 화학 반응들에 참여할까요? 그리고 산소는 우리에게 어떠한 역할을 할까요?,2020-08-06,산소는 연소 반응에 참여한다. 산소로 인해 철 등의 금속에 녹이 슬게 된다. 산소를 활용한 호흡이 생명 유지에 필수적이다,,1,1
55,4,열기구가 떠오르는 이유,하늘로 높이 떠오르는 열기구는 무척 매력적인 운송 수단입니다. 과거의 어떤 사람들을 이를 이용하여 여행을 했다고도 합니다. 열기구는 풍선 모양의 기구 안에 있는 공기를 데울 때에 하늘 위로 올라갑니다. 그렇다면 왜 열기구 속 공기를 데우면 열기구가 떠오르는 것일까요?,"열기구 안에서 불을 켜면 열기구 내부의 공기 온도가 높아진다. 온도가 높아지면 기체 분자의 운동이 활발해지고, 기체의 밀도가 낮아진다. 주변보다 밀도가 낮은 기체는 위로 떠오르게 된다.",question/image/question_55.png,공기의 온도가 상승하면 분자의 운동이 바뀝니다. 공기의 온도가 상승하면 밀도는 어떻게 바뀔까요?,2020-08-06,공기의 온도가 상승하면 분자의 운동이 활발해진다. 이에 따라 공기의 밀도가 낮아진다.,,1,1
56,4,계속해서 운동하는 입자,민호는 과학 수업에서 물질이 입자로 이루어져 있다는 내용을 배웠습니다. 그런데 교과서에서는 물질을 이루는 입자가 정지해 있지 않고 계속해서 운동하고 있다고 설명하고 있었습니다. 그렇다면 우리 주변에서 입자의 운동으로 인해 일어나는 자연 현상들에는 무엇이 있을까요?,입자의 운동으로 인해 물질의 상태 변화가 일어난다. 대표적인 물질의 상태 변화로는 증발이 있다. 한편 기체 상태에서는 확산 현상이 입자의 운동으로 나타난다. 기체의 압력 자체도 입자의 운동으로 인해 존재한다.,question/image/question_56.png,입자의 운동을 우선 물질의 상태와 연관 지어 이해할 수 있습니다. 그 다음으로 물질의 상태 변화와 관계 없는 입자의 운동을 생각해볼 수 있습니다.,2020-08-06,입자의 운동으로 인해 물질의 상태 변화가 일어난다. 대표적인 물질의 상태 변화로는 증발이 있다. 한편 기체 상태에서는 확산 현상이 입자의 운동으로 나타난다. 기체의 압력 자체도 입자의 운동으로 인해 존재한다.,,1,1
57,4,서로 만나면 약해지는 산과 염기,"지현이는 과학 시간에 다양한 지시약의 종류를 배웠습니다. 지시약들은 예쁜 색깔로 용액이 산성을 띠는지 염기성을 띠는지를 알려줄 수 있었습니다. 지현이는 실험 도중에 산성 용액에 염기성 용액을 떨어뜨릴수록 산성이 점점 약해지고, 반대로 염기성 용액에 산성 용액을 떨어뜨릴수록 염기성이 점점 약해진다는 것을 관찰하였습니다. 지현이는 산과 염기가 만나면 각각의 성질이 약해진다는 생각에 도달하였습니다. 그렇다면 이러한 현상은 왜 발생하는 것일까요?","서로 상반되는 성질을 지닌 산과 염기가 만나면, 산성과 염기성을 띠는 물질(입자)이 서로 짝을 맞추어 반응하면서(중화반응) 각각의 성질을 잃어버리기 때문이다.",question/image/question_57.png,산과 염기가 만나면 어떤 일이 벌어질까요? 산과 염기는 만나는 비율은 어떠할까요?,2020-08-06,산과 염기는 서로 상반되는 성질을 지닌다. 산과 염기가 만나면 산성과 염기성을 띠는 물질(입자)이 서로 짝을 맞추어 반응한다.(중화반응) 이 반응의 결과로 각각의 성질을 잃어버리게 된다.,,1,1
58,4,돋보기로 붙는 불,지훈이는 돋보기로 햇빛의 초점을 모으면 종이에 불이 붙을 수 있다는 사실을 알게 되었습니다. 지훈이는 어떻게 그런 일이 발생할 수 있는지 궁금해서 과학 선생님께 여쭈어보았습니다. 선생님께서는 불이 붙는 조건이 만족될 경우에는 직접 불을 붙이지 않아도 불이 붙을 수 있다고 말씀해주셨습니다. 어떻게 이렇게 스스로 불이 날 수 있는 것일까요? 불이 붙는 조건에 대한 과학적 지식을 활용하여 설명해봅시다.,돋보기로 햇빛을 모으면 초점 부분에서 온도가 높아지게 된다. 온도가 발화점 이상으로 높아지면 스스로 불이 붙을 수 있다.,question/image/question_58.png,불이 붙는 조건은 온도와 관련이 있습니다.,2020-08-06,불이 붙기 위해서는(연소반응이 시작되기 위해서는) 발화점 이상의 온도가 필요하다.,,1,1
59,4,물로 불을 끄는 이유,우리가 불을 끌 때에는 많은 경우 물을 부어 끄게 됩니다. 그런데 유미는 왜 하필 물로 불을 끄는 것인지가 궁금해졌습니다. 불이 났을 때에 물을 뿌려서 불을 끄는 이유는 무엇일까요?,불을 끄기 위하여 물을 뿌리면 온도가 내려가기 때문에 불이 꺼지게 된다. 그리고 순간적으로 발생하는 수증기가 산소를 차단하여 불이 꺼지게 된다.,question/image/question_59.png,불이 계속 붙기 위해서 필요한 조건을 생각해봅시다.,2020-08-06,"불이 계속 붙기 위해서는 적절한 온도가 유지되어야 하고, 산소가 계속 공급되어야 한다.",,1,1
60,4,이온 음료의 농도 비교,"민호는 이온 음료를 만들 수 있는 가루를 선물받았습니다. 세 개의 대접에 같은 양의 물을 담고 가루를 각각 1스푼, 10스푼, 20스푼 넣고 잘 저어주었습니다. 그런데 이온 음료는 투명해서 세 개의 대접 중 어떠한 것에서 이온 음료가 가장 진한지 구별하기가 어려웠습니다. 각각의 대접에 있는 이온 음료의 진하기를 비교하려면 맛보기 이외에 어떤 방법을 사용할 수 있을까요?","같은 양의 물에 이온 음료 가루를 많이 녹일수록 밀도(비중)가 증가하게 되므로, 비중계를 활용하거나 물에 뜨는 여러 물질들을 넣어서 뜨는 정도를 비교해본다. 또는 대접을 가열하여 석출되는 정도를 비교할 수도 있다.",question/image/question_60.png,이온 음료가 진할수록 바뀌게 되는 용액의 성질이 있습니다.,2020-08-06,같은 양의 물(용매)에 이온 음료 가루(용질)를 많이 녹일수록 용액의 밀도가 증가한다.,,1,1
61,4,하늘에서 터지는 풍선,"입학식 등의 축하 행사에서는 헬륨 가스를 채운 풍선을 하늘로 올려 보냅니다. 그런데 이 풍선은 높이 올라갈수록 점점 커지다가, 너무 커져서 풍선이 견디지 못하고 터지게 됩니다. 풍선이 하늘 높이 올라갈수록 부풀어 오르는 이유는 무엇일까요?","헬륨 가스를 담은 풍선이 높은 고도에 도달하면, 주변의 공기가 희박해져서 기압이 낮아진다. 바깥의 기압(압력)이 낮아지면, 풍선 안의 기체의 부피가 커져서 풍선이 팽창한다. 그리고 팽창이 지속되면 풍선이 터진다.",question/image/question_61.png,압력과 기체의 부피 간의 관계를 생각해봅시다.,2020-08-06,고도가 높은 곳에서는 기압이 낮아진다. 압력이 낮아지면 기체의 부피가 커진다.,,1,1
